475 13289
268 58 0.0205216316
268 88 0.0322018917
268 92 0.0322018917
268 107 0.0205216316
268 109 0.0205216316
268 111 0.0322018917
268 119 0.0205216316
268 126 0.0205216316
268 136 0.0419122237
268 139 0.0205216316
268 142 0.0205216316
268 143 0.0205216316
268 147 0.0205216316
268 156 0.0205216316
268 197 0.0322018917
268 254 0.0322018917
268 270 0.0322018917
268 296 0.0205216316
268 303 0.0205216316
268 315 0.0205216316
268 332 0.0322018917
268 346 0.0205216316
268 368 0.0205216316
268 393 0.0419122237
268 400 0.0505301843
268 401 0.0205216316
268 423 0.0205216316
268 424 0.0205216316
268 438 0.0205216316
268 461 0.0205216316
268 467 0.0419122237
268 469 0.0205216316
286 24 0.0116005787
286 25 0.0116005787
286 53 0.0116005787
286 99 0.0236923681
286 111 0.0182032592
286 136 0.0116005787
286 139 0.0116005787
286 147 0.0236923681
286 149 0.0116005787
286 197 0.0182032592
286 211 0.0116005787
286 215 0.0182032592
286 222 0.0116005787
286 256 0.0116005787
286 263 0.0236923681
286 279 0.0236923681
286 289 0.0116005787
286 299 0.0182032592
286 313 0.0285639754
286 369 0.0116005787
286 375 0.0116005787
286 393 0.0116005787
286 420 0.0116005787
286 431 0.0116005787
286 432 0.0182032592
286 446 0.0116005787
286 454 0.0116005787
293 4 0.0221590111
293 58 0.0452563151
293 102 0.0221590111
293 111 0.0221590111
293 119 0.0221590111
293 147 0.0545618853
293 149 0.0347712154
293 167 0.0221590111
293 179 0.0221590111
293 197 0.0452563151
293 205 0.0221590111
293 221 0.0221590111
293 268 0.0221590111
293 278 0.0221590111
293 279 0.0221590111
293 291 0.0221590111
293 292 0.0221590111
293 300 0.0347712154
293 303 0.0221590111
293 305 0.0452563151
293 346 0.0221590111
293 348 0.0221590111
293 349 0.0221590111
293 371 0.0221590111
293 394 0.0221590111
293 401 0.0221590111
293 439 0.0347712154
293 442 0.0630784303
293 450 0.0221590111
293 465 0.0221590111
293 467 0.0221590111
315 0 0.0156557027
315 48 0.0156557027
315 87 0.0156557027
315 92 0.0245664308
315 111 0.0156557027
315 117 0.0156557027
315 119 0.0245664308
315 122 0.0245664308
315 126 0.0156557027
315 127 0.0245664308
315 135 0.0445659397
315 147 0.0245664308
315 154 0.0156557027
315 156 0.0156557027
315 164 0.0156557027
315 165 0.0156557027
315 183 0.0385488618
315 188 0.0319743247
315 193 0.0156557027
315 194 0.0245664308
315 195 0.0156557027
315 214 0.0156557027
315 215 0.0156557027
315 222 0.0245664308
315 236 0.0445659397
315 243 0.0156557027
315 254 0.0156557027
315 256 0.0156557027
315 262 0.0156557027
315 268 0.0245664308
315 270 0.0156557027
315 279 0.0445659397
315 286 0.0445659397
315 296 0.0319743247
315 298 0.0156557027
315 303 0.0156557027
315 305 0.0156557027
315 332 0.0156557027
315 346 0.0319743247
315 347 0.0156557027
315 352 0.0156557027
315 355 0.0156557027
315 367 0.0245664308
315 375 0.0156557027
315 376 0.0319743247
315 379 0.0245664308
315 399 0.0156557027
315 400 0.0245664308
315 401 0.0156557027
315 412 0.0156557027
315 422 0.0156557027
315 423 0.0385488618
315 431 0.0156557027
315 442 0.0385488618
315 445 0.0156557027
315 446 0.0319743247
315 460 0.0156557027
315 461 0.0156557027
315 474 0.0156557027
447 53 0.0192744495
447 58 0.0302448531
447 87 0.0192744495
447 102 0.0192744495
447 111 0.0192744495
447 127 0.0192744495
447 136 0.0192744495
447 143 0.0302448531
447 147 0.0744715640
447 148 0.0192744495
447 155 0.0548671606
447 160 0.0192744495
447 171 0.0192744495
447 205 0.0192744495
447 233 0.0302448531
447 283 0.0192744495
447 327 0.0192744495
447 342 0.0192744495
447 348 0.0192744495
447 367 0.0192744495
447 372 0.0302448531
447 376 0.0682803453
447 383 0.0192744495
447 387 0.0192744495
447 393 0.0192744495
447 400 0.0302448531
447 401 0.0192744495
447 460 0.0192744495
460 137 0.0364093946
460 148 0.0364093946
460 153 0.0232029904
460 170 0.0473884797
460 185 0.0473884797
460 193 0.0232029904
460 207 0.0232029904
460 223 0.0232029904
460 224 0.0473884797
460 243 0.0232029904
460 252 0.0232029904
460 327 0.0232029904
460 346 0.0232029904
460 403 0.0232029904
460 420 0.0364093946
460 447 0.0232029904
5 26 0.0273437506
5 35 0.0429069438
5 46 0.0778374477
5 55 0.0558453349
5 77 0.0558453349
5 80 0.0273437506
5 157 0.0273437506
5 242 0.0273437506
5 296 0.0273437506
5 306 0.0558453349
5 415 0.0273437506
5 460 0.0273437506
26 1 0.0144444397
26 3 0.0144444397
26 7 0.0144444397
26 11 0.0355663824
26 12 0.0144444397
26 15 0.0355663824
26 17 0.0295005094
26 18 0.0144444397
26 20 0.0144444397
26 21 0.0295005094
26 22 0.0226657553
26 24 0.0144444397
26 25 0.0226657553
26 27 0.0355663824
26 28 0.0144444397
26 30 0.0144444397
26 33 0.0295005094
26 44 0.0144444397
26 46 0.0144444397
26 47 0.0144444397
26 56 0.0226657553
26 57 0.0295005094
26 58 0.0144444397
26 66 0.0226657553
26 67 0.0226657553
26 68 0.0144444397
26 72 0.0558096361
26 73 0.0144444397
26 74 0.0295005094
26 78 0.0226657553
26 80 0.0226657553
26 81 0.0144444397
26 84 0.0226657553
26 86 0.0144444397
26 89 0.0226657553
26 137 0.0144444397
26 171 0.0355663824
26 199 0.0726387746
26 211 0.0144444397
26 251 0.0355663824
26 253 0.0144444397
26 257 0.0144444397
26 265 0.0144444397
26 335 0.0511698831
26 369 0.0144444397
26 389 0.0144444397
26 415 0.0226657553
26 422 0.0144444397
26 428 0.0144444397
26 432 0.0144444397
26 452 0.0226657553
26 464 0.0144444397
35 5 0.0549493018
35 7 0.0193033051
35 30 0.0193033051
35 38 0.0193033051
35 50 0.0475303126
35 53 0.0394239823
35 55 0.0193033051
35 56 0.0193033051
35 58 0.0394239823
35 59 0.0193033051
35 60 0.0193033051
35 61 0.0394239823
35 68 0.0302901325
35 72 0.0302901325
35 76 0.0193033051
35 78 0.0193033051
35 84 0.0193033051
35 87 0.0302901325
35 88 0.0618628592
35 89 0.0302901325
35 90 0.0193033051
35 147 0.0193033051
35 148 0.0475303126
35 224 0.0394239823
35 236 0.0193033051
35 279 0.0394239823
35 284 0.0193033051
35 312 0.0193033051
35 349 0.0193033051
35 424 0.1523242270
35 444 0.0302901325
157 5 0.0186661379
157 135 0.0292903099
157 136 0.0186661379
157 139 0.0186661379
157 147 0.0292903099
157 173 0.0292903099
157 177 0.0292903099
157 195 0.0186661379
157 205 0.0292903099
157 232 0.0186661379
157 281 0.0186661379
157 358 0.0186661379
157 376 0.0186661379
157 393 0.0186661379
157 446 0.0292903099
296 92 0.0481576040
296 107 0.0370003262
296 109 0.0235795795
296 111 0.0370003262
296 117 0.0235795795
296 126 0.0235795795
296 127 0.0235795795
296 136 0.0370003262
296 139 0.0235795795
296 145 0.0235795795
296 148 0.0235795795
296 153 0.0235795795
296 157 0.0235795795
296 160 0.0235795795
296 165 0.0235795795
296 179 0.0235795795
296 180 0.0235795795
296 183 0.0235795795
296 197 0.0481576040
296 205 0.0235795795
296 207 0.0235795795
296 212 0.0235795795
296 215 0.0370003262
296 217 0.0370003262
296 254 0.0370003262
296 256 0.0370003262
296 267 0.0370003262
296 268 0.0370003262
296 292 0.0235795795
296 293 0.0235795795
296 299 0.0235795795
296 315 0.0235795795
296 317 0.0235795795
296 325 0.0370003262
296 347 0.0235795795
296 349 0.0235795795
296 367 0.0370003262
296 368 0.0235795795
296 374 0.0370003262
296 376 0.0370003262
296 387 0.0235795795
296 392 0.0235795795
296 393 0.0235795795
296 400 0.0370003262
296 401 0.0235795795
296 408 0.0235795795
296 423 0.0481576040
296 431 0.0580597351
296 443 0.0481576040
296 450 0.0235795795
296 469 0.0235795795
306 130 0.0211532997
306 151 0.0211532997
306 190 0.0211532997
306 208 0.0331930851
306 218 0.0211532997
306 246 0.0211532997
306 269 0.0331930851
306 288 0.0211532997
306 324 0.0211532997
306 385 0.0211532997
415 2 0.0227093208
415 12 0.0227093208
415 26 0.0227093208
415 112 0.0227093208
415 160 0.0227093208
415 182 0.0227093208
415 186 0.0227093208
415 198 0.0227093208
415 204 0.0227093208
415 253 0.0356347439
415 254 0.0227093208
415 283 0.0877430318
415 296 0.0356347439
415 299 0.0227093208
415 323 0.0227093208
415 324 0.0227093208
415 331 0.0227093208
415 346 0.0227093208
415 362 0.0227093208
415 385 0.0227093208
415 421 0.0227093208
415 433 0.0227093208
415 449 0.0227093208
415 470 0.0227093208
6 8 0.0452563151
6 29 0.0452563151
6 42 0.0288409587
6 54 0.0710147704
6 55 0.0288409587
6 58 0.0924289470
6 62 0.0288409587
6 64 0.0288409587
6 73 0.0288409587
6 91 0.0452563151
6 92 0.0288409587
6 145 0.0288409587
6 229 0.0288409587
6 296 0.0288409587
6 312 0.0288409587
6 366 0.0288409587
6 368 0.0288409587
6 390 0.0288409587
6 393 0.0288409587
29 0 0.0375378169
29 6 0.0589031483
29 17 0.0375378169
29 26 0.0589031483
29 30 0.0924289470
29 51 0.2456948987
29 61 0.0375378169
29 71 0.1068561479
29 74 0.0375378169
29 136 0.0766651212
29 247 0.0589031483
29 263 0.0375378169
29 280 0.0375378169
29 303 0.0375378169
29 314 0.0375378169
29 342 0.0766651212
29 365 0.0589031483
29 381 0.0375378169
29 411 0.0375378169
29 423 0.0375378169
29 444 0.0375378169
29 446 0.0375378169
54 2 0.0126549180
54 3 0.0258456911
54 12 0.0126549180
54 17 0.0258456911
54 18 0.0258456911
54 25 0.0126549180
54 30 0.0198576948
54 32 0.0198576948
54 46 0.0126549180
54 50 0.0126549180
54 55 0.0126549180
54 59 0.0198576948
54 61 0.0258456911
54 66 0.0126549180
54 72 0.0126549180
54 74 0.0126549180
54 77 0.0126549180
54 85 0.0126549180
54 88 0.0198576948
54 107 0.0258456911
54 135 0.0126549180
54 139 0.0360238261
54 149 0.0258456911
54 222 0.0126549180
54 229 0.0126549180
54 283 0.0126549180
54 313 0.0126549180
54 330 0.0198576948
54 353 0.0126549180
54 361 0.0126549180
54 387 0.0126549180
54 391 0.0198576948
54 400 0.0126549180
54 410 0.0126549180
54 412 0.0198576948
54 421 0.0126549180
54 445 0.0126549180
54 460 0.0198576948
145 92 0.0238724054
145 109 0.0152134140
145 156 0.0152134140
145 167 0.0238724054
145 177 0.0152134140
145 278 0.0152134140
145 292 0.0152134140
145 303 0.0152134140
145 312 0.0310710192
145 361 0.0152134140
145 365 0.0310710192
145 373 0.0238724054
145 419 0.0152134140
145 424 0.0152134140
145 431 0.0238724054
229 74 0.0128363380
229 167 0.0201423734
229 173 0.0128363380
229 192 0.0128363380
229 225 0.0128363380
229 253 0.0201423734
229 254 0.0128363380
229 272 0.0128363380
229 299 0.0201423734
229 319 0.0201423734
229 346 0.0128363380
229 353 0.0128363380
229 396 0.0128363380
229 420 0.0128363380
229 421 0.0128363380
229 431 0.0128363380
229 461 0.0128363380
312 53 0.0158805869
312 91 0.0158805869
312 103 0.0158805869
312 108 0.0158805869
312 113 0.0249193119
312 143 0.0158805869
312 144 0.0158805869
312 145 0.0249193119
312 177 0.0158805869
312 181 0.0158805869
312 186 0.0158805869
312 190 0.0158805869
312 193 0.0158805869
312 208 0.0158805869
312 246 0.0158805869
312 248 0.0158805869
312 269 0.0158805869
312 272 0.0158805869
312 276 0.0158805869
312 279 0.0452061011
312 304 0.0249193119
312 305 0.0249193119
312 322 0.0158805869
312 324 0.0324336156
312 331 0.0158805869
312 350 0.0249193119
312 379 0.0158805869
312 382 0.0249193119
312 386 0.0158805869
312 423 0.0158805869
312 442 0.0158805869
366 54 0.0568690268
366 155 0.0278449845
366 175 0.0278449845
366 217 0.0436934641
366 292 0.0278449845
366 365 0.0278449845
366 393 0.0278449845
366 412 0.0278449845
390 50 0.0266331975
390 92 0.0169728125
390 107 0.0169728125
390 111 0.0169728125
390 136 0.0169728125
390 139 0.0169728125
390 162 0.0169728125
390 217 0.0169728125
390 222 0.0169728125
390 236 0.0266331975
390 272 0.0169728125
390 285 0.0169728125
390 347 0.0169728125
390 378 0.0169728125
390 391 0.0169728125
390 393 0.0169728125
390 442 0.0169728125
390 445 0.0169728125
390 450 0.0266331975
390 461 0.0169728125
393 22 0.0250305019
393 24 0.0392770674
393 25 0.0250305019
393 37 0.0250305019
393 46 0.0250305019
393 71 0.0250305019
393 92 0.0802172686
393 107 0.0511208861
393 109 0.0712524923
393 111 0.0712524923
393 117 0.0250305019
393 119 0.0392770674
393 122 0.0250305019
393 123 0.0250305019
393 126 0.0886713424
393 127 0.0511208861
393 136 0.0511208861
393 138 0.0250305019
393 139 0.0392770674
393 142 0.0250305019
393 145 0.1258743866
393 147 0.0616323250
393 148 0.0392770674
393 153 0.0392770674
393 155 0.0392770674
393 156 0.0392770674
393 157 0.0392770674
393 160 0.0616323250
393 176 0.0250305019
393 180 0.0250305019
393 183 0.0392770674
393 186 0.0250305019
393 193 0.0511208861
393 197 0.0616323250
393 204 0.0392770674
393 205 0.0250305019
393 207 0.0250305019
393 212 0.0250305019
393 215 0.0616323250
393 225 0.0250305019
393 254 0.0967114843
393 256 0.0392770674
393 259 0.0250305019
393 262 0.0250305019
393 263 0.0392770674
393 267 0.0250305019
393 268 0.0712524923
393 270 0.0250305019
393 278 0.0802172686
393 279 0.0250305019
393 281 0.0250305019
393 286 0.0250305019
393 291 0.0392770674
393 292 0.0392770674
393 293 0.0802172686
393 296 0.0392770674
393 297 0.0712524923
393 298 0.0392770674
393 299 0.0392770674
393 300 0.0250305019
393 303 0.0250305019
393 304 0.0250305019
393 305 0.0250305019
393 315 0.0250305019
393 316 0.0250305019
393 325 0.0392770674
393 326 0.0511208861
393 327 0.0250305019
393 330 0.0511208861
393 331 0.0250305019
393 334 0.0250305019
393 341 0.0511208861
393 347 0.0616323250
393 352 0.0511208861
393 353 0.0250305019
393 355 0.0392770674
393 367 0.0511208861
393 368 0.0250305019
393 369 0.0250305019
393 372 0.0250305019
393 374 0.0392770674
393 378 0.0392770674
393 381 0.0250305019
393 387 0.0250305019
393 390 0.0250305019
393 391 0.0250305019
393 392 0.0250305019
393 398 0.0250305019
393 400 0.0392770674
393 401 0.1118071448
393 403 0.0250305019
393 408 0.0392770674
393 410 0.0250305019
393 416 0.0392770674
393 420 0.0250305019
393 424 0.0392770674
393 431 0.0511208861
393 433 0.0392770674
393 438 0.0712524923
393 443 0.0392770674
393 444 0.0250305019
393 445 0.0250305019
393 446 0.0250305019
393 447 0.0392770674
393 448 0.0250305019
393 453 0.0511208861
393 454 0.0392770674
393 461 0.0967114843
393 466 0.0250305019
393 467 0.0392770674
393 469 0.0250305019
7 8 0.0156897739
7 11 0.0320439098
7 17 0.0386327549
7 19 0.0502822841
7 21 0.0320439098
7 23 0.0156897739
7 26 0.0156897739
7 28 0.0156897739
7 32 0.0246198942
7 37 0.0156897739
7 39 0.0156897739
7 47 0.0320439098
7 54 0.0156897739
7 56 0.0246198942
7 68 0.0246198942
7 72 0.0156897739
7 74 0.0156897739
7 77 0.0446629276
7 79 0.0246198942
7 80 0.0320439098
7 83 0.0156897739
7 190 0.0156897739
7 249 0.0246198942
7 335 0.0320439098
7 464 0.0246198942
7 472 0.0446629276
19 3 0.0497956158
19 7 0.1681066094
19 8 0.0317337656
19 17 0.0497956158
19 20 0.0317337656
19 23 0.0497956158
19 28 0.0317337656
19 30 0.0497956158
19 32 0.1016997587
19 39 0.0317337656
19 54 0.0317337656
19 72 0.0497956158
19 78 0.0497956158
19 83 0.0317337656
19 89 0.0317337656
19 190 0.0317337656
19 211 0.0317337656
19 245 0.0317337656
19 249 0.0497956158
19 331 0.0497956158
19 335 0.0317337656
19 422 0.0317337656
19 435 0.0497956158
19 437 0.0317337656
23 1 0.0195980199
23 7 0.0195980199
23 15 0.0400258910
23 17 0.0557882446
23 19 0.0195980199
23 21 0.0195980199
23 26 0.0195980199
23 32 0.0307525894
23 39 0.0195980199
23 45 0.0400258910
23 47 0.0400258910
23 49 0.0195980199
23 51 0.0400258910
23 56 0.0307525894
23 62 0.0195980199
23 64 0.0195980199
23 72 0.0400258910
23 87 0.0757217574
23 89 0.0307525894
23 91 0.0195980199
23 147 0.0195980199
23 155 0.0195980199
23 190 0.0195980199
23 263 0.0195980199
23 305 0.0195980199
23 386 0.0307525894
23 389 0.0195980199
28 15 0.0285249557
28 18 0.0285249557
28 40 0.0285249557
28 73 0.0285249557
28 79 0.0702366796
28 102 0.1585653174
28 330 0.0285249557
28 417 0.0285249557
56 2 0.0324696422
56 4 0.0509503298
56 7 0.0324696422
56 9 0.0324696422
56 14 0.0324696422
56 17 0.0324696422
56 18 0.0324696422
56 21 0.0324696422
56 30 0.0324696422
56 41 0.0324696422
56 47 0.0509503298
56 48 0.0324696422
56 61 0.0324696422
56 66 0.0324696422
56 68 0.0663141669
56 72 0.0324696422
56 76 0.0324696422
56 79 0.1450365640
56 81 0.0324696422
56 82 0.0509503298
56 126 0.0324696422
56 163 0.0324696422
56 173 0.0509503298
56 196 0.0324696422
56 341 0.0324696422
56 367 0.0324696422
56 436 0.0324696422
249 7 0.0427974980
249 19 0.0272740029
249 32 0.0427974980
249 72 0.0427974980
249 92 0.0671564727
249 132 0.0272740029
249 137 0.0272740029
249 156 0.0272740029
249 188 0.0427974980
249 192 0.0427974980
249 257 0.0671564727
249 269 0.0272740029
249 288 0.0272740029
249 310 0.0272740029
249 322 0.0272740029
249 335 0.0427974980
249 350 0.0272740029
249 385 0.0272740029
249 409 0.0427974980
249 431 0.0272740029
249 441 0.0272740029
249 468 0.0427974980
249 472 0.0427974980
464 7 0.0429069438
464 104 0.0429069438
464 112 0.0273437506
464 114 0.0273437506
464 129 0.0273437506
464 137 0.0429069438
464 139 0.0273437506
464 140 0.0273437506
464 141 0.0429069438
464 188 0.0273437506
464 190 0.0273437506
464 201 0.0273437506
464 209 0.0273437506
464 216 0.0273437506
464 236 0.0273437506
464 238 0.0273437506
464 239 0.0273437506
464 245 0.1299461239
464 249 0.0429069438
464 255 0.0273437506
464 256 0.0273437506
464 273 0.0273437506
464 276 0.0273437506
464 277 0.0273437506
464 283 0.0273437506
464 290 0.0273437506
464 294 0.0273437506
464 309 0.0273437506
464 322 0.0876307234
464 335 0.1299461239
464 340 0.0778374477
464 351 0.0429069438
464 370 0.0429069438
464 380 0.0273437506
464 383 0.1140553641
464 385 0.0273437506
464 386 0.0273437506
464 401 0.0273437506
464 406 0.0273437506
464 426 0.0673282116
464 440 0.0429069438
464 441 0.0273437506
464 448 0.0273437506
464 451 0.0273437506
464 452 0.0429069438
464 462 0.0273437506
464 472 0.0273437506
472 7 0.0574757620
472 112 0.0201908329
472 132 0.0316828129
472 137 0.0201908329
472 185 0.0201908329
472 199 0.0201908329
472 203 0.0201908329
472 246 0.0201908329
472 249 0.0316828129
472 255 0.0201908329
472 311 0.0201908329
472 325 0.0201908329
472 329 0.0201908329
472 351 0.0201908329
472 383 0.0201908329
472 385 0.0201908329
472 386 0.0316828129
472 399 0.0201908329
472 462 0.0201908329
13 0 0.0236277503
13 2 0.0236277503
13 5 0.0236277503
13 7 0.0236277503
13 8 0.0236277503
13 11 0.0482559853
13 12 0.0236277503
13 16 0.0482559853
13 17 0.0482559853
13 24 0.0236277503
13 35 0.0370759143
13 44 0.0236277503
13 55 0.0482559853
13 59 0.0370759143
13 64 0.0672593824
13 68 0.0370759143
13 73 0.0236277503
13 77 0.0370759143
13 85 0.0236277503
13 87 0.0370759143
13 117 0.1432518901
13 126 0.0236277503
13 148 0.0370759143
13 167 0.0370759143
13 355 0.0370759143
16 4 0.0231112091
16 13 0.0740663561
16 17 0.0231112091
16 20 0.0231112091
16 25 0.0362653742
16 26 0.0362653742
16 30 0.0231112091
16 37 0.0231112091
16 55 0.0231112091
16 59 0.0231112091
16 64 0.0231112091
16 65 0.0231112091
16 72 0.0231112091
16 74 0.0231112091
16 77 0.0231112091
16 85 0.0231112091
16 91 0.0231112091
16 117 0.1162225704
16 157 0.0362653742
16 160 0.0231112091
16 162 0.0231112091
16 197 0.0231112091
16 330 0.0362653742
16 349 0.0231112091
16 396 0.0231112091
16 433 0.0231112091
33 0 0.0360520316
33 8 0.0229752500
33 17 0.0229752500
33 26 0.0229752500
33 32 0.0360520316
33 45 0.0229752500
33 48 0.0229752500
33 55 0.0229752500
33 59 0.0360520316
33 64 0.0360520316
33 65 0.0229752500
33 74 0.0654019577
33 77 0.0229752500
33 79 0.0229752500
33 85 0.0229752500
33 91 0.0229752500
33 171 0.0229752500
33 179 0.0229752500
33 193 0.0360520316
33 287 0.0736306371
33 335 0.0360520316
33 364 0.1155388540
33 369 0.0229752500
33 464 0.0229752500
60 48 0.0337185131
60 58 0.0337185131
60 75 0.0337185131
60 79 0.0337185131
60 86 0.0337185131
60 88 0.0337185131
60 156 0.0337185131
60 303 0.0337185131
60 448 0.0337185131
60 467 0.0337185131
95 103 0.0360520316
95 104 0.0360520316
95 106 0.0736306371
95 113 0.0360520316
95 116 0.0565717013
95 132 0.0360520316
95 137 0.0360520316
95 143 0.1155388540
95 161 0.0360520316
95 190 0.0360520316
95 192 0.0360520316
95 200 0.0360520316
95 206 0.0360520316
95 208 0.0360520316
95 226 0.0360520316
95 242 0.0360520316
95 246 0.0565717013
95 248 0.0360520316
95 261 0.0360520316
95 269 0.0360520316
95 302 0.0360520316
95 307 0.0360520316
95 310 0.0360520316
95 322 0.0565717013
95 324 0.0360520316
95 343 0.0360520316
95 354 0.0360520316
95 382 0.0360520316
95 385 0.0360520316
95 427 0.0565717013
95 428 0.0360520316
95 452 0.0360520316
95 470 0.0360520316
105 8 0.0203380056
105 62 0.0129610106
105 95 0.0129610106
105 101 0.0578947076
105 103 0.0129610106
105 116 0.0578947076
105 125 0.0129610106
105 129 0.0203380056
105 130 0.0129610106
105 132 0.0264708374
105 134 0.0129610106
105 137 0.0368951574
105 140 0.0129610106
105 141 0.0129610106
105 143 0.0203380056
105 144 0.0129610106
105 150 0.0129610106
105 161 0.0129610106
105 163 0.0203380056
105 174 0.0203380056
105 188 0.0129610106
105 190 0.0264708374
105 192 0.0129610106
105 198 0.0651788471
105 208 0.0264708374
105 209 0.0129610106
105 226 0.0129610106
105 228 0.0319137515
105 233 0.0129610106
105 239 0.0203380056
105 242 0.0368951574
105 244 0.0264708374
105 245 0.0203380056
105 246 0.0129610106
105 249 0.0129610106
105 255 0.0264708374
105 260 0.0203380056
105 261 0.0203380056
105 269 0.0203380056
105 271 0.0264708374
105 276 0.0129610106
105 288 0.0264708374
105 289 0.0129610106
105 291 0.0129610106
105 295 0.0129610106
105 301 0.0368951574
105 322 0.0264708374
105 324 0.0203380056
105 338 0.0129610106
105 339 0.0203380056
105 343 0.0129610106
105 344 0.0129610106
105 350 0.0264708374
105 354 0.0129610106
105 360 0.0129610106
105 370 0.0368951574
105 380 0.0203380056
105 382 0.0129610106
105 383 0.0203380056
105 384 0.0368951574
105 385 0.0203380056
105 386 0.0129610106
105 388 0.0129610106
105 389 0.0129610106
105 407 0.0129610106
105 428 0.0203380056
105 430 0.0319137515
105 435 0.0203380056
105 437 0.0368951574
105 440 0.0129610106
105 458 0.0129610106
105 459 0.0203380056
105 462 0.0203380056
105 468 0.0203380056
105 470 0.0203380056
131 8 0.0623305663
131 91 0.0623305663
131 103 0.0397220429
131 105 0.0397220429
131 134 0.0397220429
131 143 0.0397220429
131 175 0.0397220429
131 242 0.0397220429
131 335 0.0623305663
131 350 0.0397220429
131 382 0.0397220429
271 47 0.0185215518
271 51 0.0118034203
271 101 0.0118034203
271 105 0.0185215518
271 113 0.0492340435
271 114 0.0118034203
271 116 0.1401509377
271 118 0.0118034203
271 126 0.0118034203
271 143 0.0118034203
271 144 0.0118034203
271 150 0.0118034203
271 161 0.0335999303
271 164 0.0241066404
271 188 0.0290634300
271 190 0.0185215518
271 198 0.0656131815
271 200 0.0118034203
271 206 0.0185215518
271 208 0.0185215518
271 210 0.0456054101
271 228 0.0118034203
271 234 0.0118034203
271 244 0.0118034203
271 245 0.0492340435
271 246 0.0185215518
271 269 0.0625274982
271 276 0.0185215518
271 301 0.0118034203
271 312 0.0118034203
271 314 0.0185215518
271 322 0.0335999303
271 337 0.0118034203
271 339 0.0335999303
271 350 0.0185215518
271 354 0.0118034203
271 383 0.0118034203
271 384 0.0118034203
271 385 0.0118034203
271 386 0.0241066404
271 389 0.0118034203
271 399 0.0290634300
271 418 0.0118034203
271 421 0.0118034203
271 428 0.0335999303
271 429 0.0118034203
271 430 0.0185215518
271 435 0.0185215518
271 437 0.0185215518
271 440 0.0185215518
271 449 0.0418139889
271 452 0.0185215518
271 461 0.0118034203
318 62 0.0226947753
318 113 0.0528083159
318 116 0.0617703832
318 118 0.0273612584
318 125 0.0273612584
318 150 0.0111121238
318 159 0.0111121238
318 161 0.0356119197
318 174 0.0496360339
318 177 0.0111121238
318 188 0.0111121238
318 190 0.0174367913
318 203 0.0174367913
318 210 0.0588654206
318 220 0.0174367913
318 226 0.0111121238
318 228 0.0226947753
318 234 0.0727317774
318 242 0.0111121238
318 246 0.0273612584
318 269 0.0111121238
318 271 0.0273612584
318 290 0.0111121238
318 319 0.0111121238
318 324 0.0111121238
318 337 0.0174367913
318 338 0.0226947753
318 339 0.0174367913
318 343 0.0111121238
318 350 0.0111121238
318 354 0.0111121238
318 371 0.0111121238
318 382 0.0111121238
318 385 0.0111121238
318 386 0.0226947753
318 389 0.0673713207
318 409 0.0111121238
318 422 0.0111121238
318 435 0.0111121238
318 437 0.0273612584
318 462 0.0111121238
382 8 0.0385070884
382 72 0.0385070884
382 113 0.0385070884
382 190 0.0385070884
382 192 0.0385070884
382 208 0.0385070884
382 224 0.0385070884
382 225 0.0385070884
382 229 0.0385070884
382 244 0.0385070884
382 261 0.0385070884
382 312 0.0385070884
382 318 0.0385070884
382 329 0.0385070884
382 336 0.0385070884
382 351 0.0385070884
382 386 0.0385070884
382 406 0.0385070884
382 417 0.0385070884
382 421 0.0385070884
389 8 0.0232801854
389 22 0.0232801854
389 23 0.0113987602
389 41 0.0113987602
389 49 0.0113987602
389 72 0.0113987602
389 101 0.0113987602
389 113 0.0475461383
389 116 0.0403804677
389 118 0.0178865720
389 120 0.0113987602
389 125 0.0113987602
389 130 0.0232801854
389 132 0.0113987602
389 133 0.0178865720
389 144 0.0113987602
389 150 0.0232801854
389 159 0.0113987602
389 161 0.0365305265
389 175 0.0113987602
389 188 0.0232801854
389 190 0.0178865720
389 208 0.0113987602
389 210 0.0232801854
389 220 0.0403804677
389 226 0.0365305265
389 228 0.0232801854
389 233 0.0113987602
389 242 0.0113987602
389 244 0.0365305265
389 245 0.0113987602
389 246 0.0573225403
389 248 0.0178865720
389 260 0.0113987602
389 269 0.0324480140
389 301 0.0232801854
389 312 0.0113987602
389 318 0.0440419064
389 322 0.0365305265
389 324 0.0113987602
389 339 0.0440419064
389 350 0.0113987602
389 354 0.0113987602
389 359 0.0113987602
389 362 0.0113987602
389 370 0.0113987602
389 371 0.0113987602
389 380 0.0113987602
389 385 0.0113987602
389 386 0.0475461383
389 399 0.0178865720
389 409 0.0113987602
389 421 0.0365305265
389 440 0.0324480140
389 452 0.0113987602
458 8 0.0653380141
458 103 0.0416386301
458 105 0.0653380141
458 128 0.0416386301
458 180 0.0416386301
458 190 0.0416386301
458 208 0.0416386301
458 242 0.0416386301
458 335 0.0416386301
458 345 0.0416386301
458 372 0.0416386301
458 382 0.0416386301
458 385 0.0416386301
458 417 0.0416386301
10 11 0.0342036829
10 27 0.0536713314
10 35 0.0342036829
10 46 0.0342036829
10 57 0.0536713314
10 68 0.0342036829
10 71 0.0536713314
10 84 0.0342036829
10 90 0.0342036829
10 180 0.0536713314
10 236 0.0342036829
10 263 0.0342036829
10 281 0.0342036829
10 292 0.0698556740
10 367 0.0342036829
